J’,Par,N’,J’’,Par’’,N’’,Frequency,State’,V’,Lambda’,Sigma’,Omega’,State’’,V’’,Lambda’’,Sigma’’,Omega’’,Weight
18.5,-,28,17.5,+,1,19112.97797,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
18.5,-,28,19.5,+,1,18837.59391,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
18.5,-,28,18.5,+,1,19110.75747,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
19.5,-,28,18.5,+,1,19069.44753,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
19.5,-,28,20.5,+,1,18793.85105,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
19.5,-,28,19.5,+,1,18796.30238,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
19.5,+,28,19.5,-,1,18933.69211,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
19.5,-,28,19.5,+,1,18979.72995,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
19.5,+,28,18.5,-,1,19123.62078,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
19.5,+,28,20.5,-,1,18834.97907,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
19.5,+,28,19.5,-,1,19121.28534,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
20.5,+,28,19.5,-,1,19080.77305,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
20.5,+,28,21.5,-,1,18791.91316,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
20.5,+,28,20.5,-,1,18794.45982,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
20.5,-,28,20.5,+,1,18938.10631,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
20.5,+,28,20.5,-,1,18983.59885,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
20.5,-,28,19.5,+,1,19134.39333,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
20.5,-,28,21.5,+,1,18832.60821,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
20.5,-,28,20.5,+,1,19131.93475,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
21.5,-,28,20.5,+,1,19092.16769,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
21.5,-,28,22.5,+,1,18790.14762,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
21.5,+,28,21.5,-,1,18942.5999,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
21.5,-,28,21.5,+,1,18987.64358,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
21.5,+,28,20.5,-,1,19145.28823,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
21.5,+,28,22.5,-,1,18830.48671,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
21.5,+,28,21.5,-,1,19142.73114,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
22.5,+,28,21.5,-,1,19103.57057,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
22.5,+,28,23.5,-,1,18788.55634,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
22.5,+,28,22.5,-,1,18791.29341,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
22.5,-,28,22.5,+,1,18947.25176,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
22.5,+,28,22.5,-,1,18991.83718,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
22.5,-,28,21.5,+,1,19156.28602,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
22.5,-,28,23.5,+,1,18828.60962,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
22.5,-,28,22.5,+,1,19153.62835,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
23.5,-,28,22.5,+,1,19115.02441,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
23.5,-,28,24.5,+,1,18787.14428,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
23.5,+,28,23.5,-,1,18951.96032,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
23.5,-,28,23.5,+,1,18996.20169,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
23.5,+,28,22.5,-,1,19167.36761,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
23.5,+,28,24.5,-,1,18826.95801,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
23.5,+,28,23.5,-,1,19164.59726,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
24.5,+,28,23.5,-,1,19126.50209,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
24.5,+,28,25.5,-,1,18785.89077,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
24.5,+,28,24.5,-,1,19000.68918,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
24.5,-,28,23.5,+,1,19178.51905,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
24.5,-,28,25.5,+,1,18825.52791,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
25.5,-,28,24.5,+,1,19138.04738,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
25.5,-,28,26.5,+,1,18784.84836,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
25.5,-,28,25.5,+,1,19005.30201,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
25.5,+,28,24.5,-,1,19189.7221,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
25.5,+,28,26.5,-,1,18824.28379,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
26.5,+,28,25.5,-,1,19149.4564,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
26.5,+,28,27.5,-,1,18783.83322,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
26.5,+,28,26.5,-,1,19010.02236,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
26.5,-,28,25.5,+,1,19200.96233,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
27.5,-,28,26.5,+,1,19161.0192,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
27.5,-,28,28.5,+,1,18783.10404,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
27.5,-,28,27.5,+,1,19014.85259,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
27.5,+,28,26.5,-,1,19212.22265,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
28.5,+,28,27.5,-,1,19172.48752,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
28.5,+,28,29.5,-,1,18782.46557,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
28.5,+,28,28.5,-,1,19019.73437,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
28.5,-,28,27.5,+,1,19223.47853,2,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
29.5,-,28,28.5,+,1,19183.93014,2,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
29.5,+,28,28.5,-,1,19234.69447,2,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
30.5,+,28,29.5,-,1,19195.3124,2,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
0.5,-,25,0.5,+,2,18855.72484,2,1,-1,-0.5,-0.5,1,1,0,0.5,0.5,1
1.5,-,26,2.5,+,2,18844.72234,2,1,-1,-0.5,-0.5,1,1,0,0.5,0.5,1
1.5,-,26,0.5,+,2,18866.17101,2,1,-1,-0.5,-0.5,1,1,0,0.5,0.5,1
1.5,-,26,1.5,+,2,18845.02465,2,1,-1,-0.5,-0.5,1,1,0,0.5,0.5,1
1.5,+,28,1.5,-,2,18859.14317,2,1,1,0.5,0.5,1,1,0,-0.5,-0.5,1
1.5,-,26,1.5,+,2,18953.29782,2,1,-1,0.5,-1.5,1,1,0,0.5,0.5,1
1.5,+,29,1.5,-,2,18967.26717,2,1,1,-0.5,1.5,1,1,0,-0.5,-0.5,1
2.5,+,28,3.5,-,2,18840.93256,2,1,1,0.5,0.5,1,1,0,-0.5,-0.5,1
2.5,+,28,1.5,-,2,18876.54089,2,1,1,0.5,0.5,1,1,0,-0.5,-0.5,1
2.5,+,28,2.5,-,2,18841.33642,2,1,1,0.5,0.5,1,1,0,-0.5,-0.5,1
2.5,-,29,1.5,+,2,18862.79232,2,1,-1,-0.5,-0.5,1,1,0,0.5,0.5,1
2.5,-,29,3.5,+,2,18813.20203,2,1,-1,-0.5,-0.5,1,1,0,0.5,0.5,1
2.5,-,29,2.5,+,2,18862.48244,2,1,-1,-0.5,-0.5,1,1,0,0.5,0.5,1
2.5,+,29,1.5,-,2,18986.23572,2,1,1,-0.5,1.5,1,1,0,-0.5,-0.5,1
2.5,+,29,3.5,-,2,18950.60114,2,1,1,-0.5,1.5,1,1,0,-0.5,-0.5,1
2.5,+,29,2.5,-,2,18951.03611,2,1,1,-0.5,1.5,1,1,0,-0.5,-0.5,1
2.5,-,29,2.5,+,2,18971.98166,2,1,-1,0.5,-1.5,1,1,0,0.5,0.5,1
2.5,-,29,1.5,+,2,18972.29755,2,1,-1,0.5,-1.5,1,1,0,0.5,0.5,1
2.5,-,29,3.5,+,2,18922.6988,2,1,-1,0.5,-1.5,1,1,0,0.5,0.5,1
3.5,-,29,4.5,+,2,18837.05321,2,1,-1,-0.5,-0.5,1,1,0,0.5,0.5,1
3.5,-,29,2.5,+,2,18886.87395,2,1,-1,-0.5,-0.5,1,1,0,0.5,0.5,1
3.5,-,29,3.5,+,2,18837.59391,2,1,-1,-0.5,-0.5,1,1,0,0.5,0.5,1
3.5,+,28,2.5,-,2,18866.17131,2,1,1,0.5,0.5,1,1,0,-0.5,-0.5,1
3.5,+,28,4.5,-,2,18802.44531,2,1,1,0.5,0.5,1,1,0,-0.5,-0.5,1
3.5,+,28,3.5,-,2,18865.75953,2,1,1,0.5,0.5,1,1,0,-0.5,-0.5,1
3.5,-,29,2.5,+,2,18998.48914,2,1,-1,0.5,-1.5,1,1,0,0.5,0.5,1
3.5,-,29,4.5,+,2,18948.67194,2,1,-1,0.5,-1.5,1,1,0,0.5,0.5,1
3.5,-,29,3.5,+,2,18949.21156,2,1,-1,0.5,-1.5,1,1,0,0.5,0.5,1
3.5,+,29,3.5,-,2,18977.15054,2,1,1,-0.5,1.5,1,1,0,-0.5,-0.5,1
3.5,+,29,2.5,-,2,18977.56335,2,1,1,-0.5,1.5,1,1,0,-0.5,-0.5,1
3.5,+,29,4.5,-,2,18913.8529,2,1,1,-0.5,1.5,1,1,0,-0.5,-0.5,1
4.5,+,28,5.5,-,2,18833.15366,2,1,1,0.5,0.5,1,1,0,-0.5,-0.5,1
4.5,+,28,3.5,-,2,18897.13155,2,1,1,0.5,0.5,1,1,0,-0.5,-0.5,1
4.5,+,28,4.5,-,2,18833.81313,2,1,1,0.5,0.5,1,1,0,-0.5,-0.5,1
4.5,-,29,5.5,+,2,18791.65081,2,1,-1,-0.5,-0.5,1,1,0,0.5,0.5,1
4.5,-,29,4.5,+,2,18868.97751,2,1,-1,-0.5,-0.5,1,1,0,0.5,0.5,1
4.5,+,29,3.5,-,2,19011.17212,2,1,1,-0.5,1.5,1,1,0,-0.5,-0.5,1
4.5,+,29,4.5,-,2,18947.84207,2,1,1,-0.5,1.5,1,1,0,-0.5,-0.5,1
4.5,-,29,4.5,+,2,18982.7865,2,1,-1,0.5,-1.5,1,1,0,0.5,0.5,1
4.5,-,29,3.5,+,2,18983.31529,2,1,-1,0.5,-1.5,1,1,0,0.5,0.5,1
4.5,-,29,5.5,+,2,18905.4516,2,1,-1,0.5,-1.5,1,1,0,0.5,0.5,1
5.5,-,29,6.5,+,2,18829.24642,2,1,-1,-0.5,-0.5,1,1,0,0.5,0.5,1
5.5,-,29,4.5,+,2,18907.35248,2,1,-1,-0.5,-0.5,1,1,0,0.5,0.5,1
5.5,-,29,5.5,+,2,18830.02275,2,1,-1,-0.5,-0.5,1,1,0,0.5,0.5,1
5.5,+,28,4.5,-,2,18872.80339,2,1,1,0.5,0.5,1,1,0,-0.5,-0.5,1
5.5,+,28,6.5,-,2,18780.83182,2,1,1,0.5,0.5,1,1,0,-0.5,-0.5,1
5.5,+,28,5.5,-,2,18872.14848,2,1,1,0.5,0.5,1,1,0,-0.5,-0.5,1
5.5,-,29,4.5,+,2,19024.24326,2,1,-1,0.5,-1.5,1,1,0,0.5,0.5,1
5.5,-,29,6.5,+,2,18946.13175,2,1,-1,0.5,-1.5,1,1,0,0.5,0.5,1
5.5,-,29,5.5,+,2,18946.91104,2,1,-1,0.5,-1.5,1,1,0,0.5,0.5,1
5.5,+,29,5.5,-,2,18988.8351,2,1,1,-0.5,1.5,1,1,0,-0.5,-0.5,1
5.5,+,29,4.5,-,2,18989.49343,2,1,1,-0.5,1.5,1,1,0,-0.5,-0.5,1
5.5,+,29,6.5,-,2,18897.52558,2,1,1,-0.5,1.5,1,1,0,-0.5,-0.5,1
6.5,+,28,7.5,-,2,18825.34792,2,1,1,0.5,0.5,1,1,0,-0.5,-0.5,1
6.5,+,28,5.5,-,2,18917.54908,2,1,1,0.5,0.5,1,1,0,-0.5,-0.5,1
6.5,+,28,6.5,-,2,18826.24007,2,1,1,0.5,0.5,1,1,0,-0.5,-0.5,1
6.5,-,29,5.5,+,2,18876.06825,2,1,-1,-0.5,-0.5,1,1,0,0.5,0.5,1
6.5,-,29,7.5,+,2,18770.05247,2,1,-1,-0.5,-0.5,1,1,0,0.5,0.5,1
6.5,-,29,6.5,+,2,18875.27991,2,1,-1,-0.5,-0.5,1,1,0,0.5,0.5,1
6.5,+,29,5.5,-,2,19037.69,2,1,1,-0.5,1.5,1,1,0,-0.5,-0.5,1
6.5,+,29,7.5,-,2,18945.48325,2,1,1,-0.5,1.5,1,1,0,-0.5,-0.5,1
6.5,+,29,6.5,-,2,18946.37687,2,1,1,-0.5,1.5,1,1,0,-0.5,-0.5,1
6.5,-,29,6.5,+,2,18995.28891,2,1,-1,0.5,-1.5,1,1,0,0.5,0.5,1
6.5,-,29,5.5,+,2,18996.06337,2,1,-1,0.5,-1.5,1,1,0,0.5,0.5,1
6.5,-,29,7.5,+,2,18890.03983,2,1,-1,0.5,-1.5,1,1,0,0.5,0.5,1
7.5,-,29,8.5,+,2,18821.4681,2,1,-1,-0.5,-0.5,1,1,0,0.5,0.5,1
7.5,-,29,6.5,+,2,18927.72413,2,1,-1,-0.5,-0.5,1,1,0,0.5,0.5,1
7.5,-,29,7.5,+,2,18822.48199,2,1,-1,-0.5,-0.5,1,1,0,0.5,0.5,1
7.5,+,28,6.5,-,2,18879.30342,2,1,1,0.5,0.5,1,1,0,-0.5,-0.5,1
7.5,+,28,8.5,-,2,18759.27252,2,1,1,0.5,0.5,1,1,0,-0.5,-0.5,1
7.5,+,28,7.5,-,2,18878.41257,2,1,1,0.5,0.5,1,1,0,-0.5,-0.5,1
7.5,-,29,6.5,+,2,19051.47814,2,1,-1,0.5,-1.5,1,1,0,0.5,0.5,1
7.5,-,29,8.5,+,2,18945.22586,2,1,-1,0.5,-1.5,1,1,0,0.5,0.5,1
7.5,-,29,7.5,+,2,18946.23655,2,1,-1,0.5,-1.5,1,1,0,0.5,0.5,1
7.5,+,29,6.5,-,2,19003.01126,2,1,1,-0.5,1.5,1,1,0,-0.5,-0.5,1
7.5,+,29,8.5,-,2,18882.99402,2,1,1,-0.5,1.5,1,1,0,-0.5,-0.5,1
8.5,+,28,9.5,-,2,18817.62869,2,1,1,0.5,0.5,1,1,0,-0.5,-0.5,1
8.5,+,28,7.5,-,2,18937.8868,2,1,1,0.5,0.5,1,1,0,-0.5,-0.5,1
8.5,+,28,8.5,-,2,18818.76045,2,1,1,0.5,0.5,1,1,0,-0.5,-0.5,1
8.5,-,29,7.5,+,2,18882.54058,2,1,-1,-0.5,-0.5,1,1,0,0.5,0.5,1
8.5,-,29,9.5,+,2,18748.56577,2,1,-1,-0.5,-0.5,1,1,0,0.5,0.5,1
8.5,-,29,8.5,+,2,18881.52428,2,1,-1,-0.5,-0.5,1,1,0,0.5,0.5,1
8.5,+,29,7.5,-,2,19065.57261,2,1,1,-0.5,1.5,1,1,0,-0.5,-0.5,1
8.5,+,29,9.5,-,2,18945.29376,2,1,1,-0.5,1.5,1,1,0,-0.5,-0.5,1
8.5,+,29,8.5,-,2,18946.43992,2,1,1,-0.5,1.5,1,1,0,-0.5,-0.5,1
8.5,-,29,8.5,+,2,19009.29501,2,1,-1,0.5,-1.5,1,1,0,0.5,0.5,1
8.5,-,29,7.5,+,2,19010.31567,2,1,-1,0.5,-1.5,1,1,0,0.5,0.5,1
8.5,-,29,9.5,+,2,18876.33968,2,1,-1,0.5,-1.5,1,1,0,0.5,0.5,1
9.5,-,29,10.5,+,2,18813.84674,2,1,-1,-0.5,-0.5,1,1,0,0.5,0.5,1
9.5,-,29,8.5,+,2,18948.06183,2,1,-1,-0.5,-0.5,1,1,0,0.5,0.5,1
9.5,-,29,9.5,+,2,18815.09437,2,1,-1,-0.5,-0.5,1,1,0,0.5,0.5,1
9.5,+,28,10.5,-,2,18737.92042,2,1,1,0.5,0.5,1,1,0,-0.5,-0.5,1
9.5,+,28,9.5,-,2,18884.64614,2,1,1,0.5,0.5,1,1,0,-0.5,-0.5,1
9.5,-,29,8.5,+,2,19079.95617,2,1,-1,0.5,-1.5,1,1,0,0.5,0.5,1
9.5,-,29,10.5,+,2,18945.75355,2,1,-1,0.5,-1.5,1,1,0,0.5,0.5,1
9.5,-,29,9.5,+,2,18946.99185,2,1,-1,0.5,-1.5,1,1,0,0.5,0.5,1
9.5,+,29,9.5,-,2,19016.78733,2,1,1,-0.5,1.5,1,1,0,-0.5,-0.5,1
9.5,+,29,8.5,-,2,19017.92915,2,1,1,-0.5,1.5,1,1,0,-0.5,-0.5,1
9.5,+,29,10.5,-,2,18870.06955,2,1,1,-0.5,1.5,1,1,0,-0.5,-0.5,1
10.5,+,29,11.5,-,2,18810.14585,2,1,1,0.5,0.5,1,1,0,-0.5,-0.5,1
10.5,+,29,9.5,-,2,18958.24162,2,1,1,0.5,0.5,1,1,0,-0.5,-0.5,1
10.5,+,29,10.5,-,2,18811.50295,2,1,1,0.5,0.5,1,1,0,-0.5,-0.5,1
10.5,-,29,11.5,+,2,18727.35503,2,1,-1,-0.5,-0.5,1,1,0,0.5,0.5,1
10.5,-,29,10.5,+,2,18887.80034,2,1,-1,-0.5,-0.5,1,1,0,0.5,0.5,1
10.5,+,29,9.5,-,2,19094.58232,2,1,1,-0.5,1.5,1,1,0,-0.5,-0.5,1
10.5,-,29,10.5,+,2,19024.60121,2,1,-1,0.5,-1.5,1,1,0,0.5,0.5,1
10.5,-,29,9.5,+,2,19025.85316,2,1,-1,0.5,-1.5,1,1,0,0.5,0.5,1
10.5,-,29,11.5,+,2,18864.16011,2,1,-1,0.5,-1.5,1,1,0,0.5,0.5,1
11.5,-,29,12.5,+,2,18806.52017,2,1,-1,-0.5,-0.5,1,1,0,0.5,0.5,1
11.5,-,29,10.5,+,2,18968.44101,2,1,-1,-0.5,-0.5,1,1,0,0.5,0.5,1
11.5,-,29,11.5,+,2,18807.99382,2,1,-1,-0.5,-0.5,1,1,0,0.5,0.5,1
11.5,+,29,12.5,-,2,18716.8961,2,1,1,0.5,0.5,1,1,0,-0.5,-0.5,1
11.5,+,29,11.5,-,2,18890.96653,2,1,1,0.5,0.5,1,1,0,-0.5,-0.5,1
11.5,-,29,11.5,+,2,18949.08166,2,1,-1,0.5,-1.5,1,1,0,0.5,0.5,1
11.5,+,29,11.5,-,2,19032.67025,2,1,1,-0.5,1.5,1,1,0,-0.5,-0.5,1
11.5,+,29,10.5,-,2,19034.04048,2,1,1,-0.5,1.5,1,1,0,-0.5,-0.5,1
11.5,+,29,12.5,-,2,18858.598,2,1,1,-0.5,1.5,1,1,0,-0.5,-0.5,1
12.5,+,29,13.5,-,2,18802.98985,2,1,1,0.5,0.5,1,1,0,-0.5,-0.5,1
12.5,+,29,11.5,-,2,18978.65841,2,1,1,0.5,0.5,1,1,0,-0.5,-0.5,1
12.5,+,29,12.5,-,2,18804.58984,2,1,1,0.5,0.5,1,1,0,-0.5,-0.5,1
12.5,-,29,13.5,+,2,18706.50866,2,1,-1,-0.5,-0.5,1,1,0,0.5,0.5,1
12.5,-,29,12.5,+,2,18894.12509,2,1,-1,-0.5,-0.5,1,1,0,0.5,0.5,1
12.5,+,29,11.5,-,2,19124.50539,2,1,1,-0.5,1.5,1,1,0,-0.5,-0.5,1
12.5,+,29,12.5,-,2,18950.43577,2,1,1,-0.5,1.5,1,1,0,-0.5,-0.5,1
12.5,-,29,12.5,+,2,19040.99983,2,1,-1,0.5,-1.5,1,1,0,0.5,0.5,1
12.5,-,29,11.5,+,2,19042.45499,2,1,-1,0.5,-1.5,1,1,0,0.5,0.5,1
12.5,-,29,13.5,+,2,18853.35825,2,1,-1,0.5,-1.5,1,1,0,0.5,0.5,1
13.5,-,29,14.5,+,2,18799.56137,2,1,-1,-0.5,-0.5,1,1,0,0.5,0.5,1
13.5,-,29,12.5,+,2,18988.89291,2,1,-1,-0.5,-0.5,1,1,0,0.5,0.5,1
13.5,+,29,13.5,-,2,18897.80314,2,1,1,0.5,0.5,1,1,0,-0.5,-0.5,1
13.5,-,29,12.5,+,2,19139.73796,2,1,-1,0.5,-1.5,1,1,0,0.5,0.5,1
13.5,-,29,13.5,+,2,18952.11203,2,1,-1,0.5,-1.5,1,1,0,0.5,0.5,1
13.5,+,29,13.5,-,2,19049.50422,2,1,1,-0.5,1.5,1,1,0,-0.5,-0.5,1
13.5,+,29,12.5,-,2,19051.09205,2,1,1,-0.5,1.5,1,1,0,-0.5,-0.5,1
13.5,+,29,14.5,-,2,18848.4004,2,1,1,-0.5,1.5,1,1,0,-0.5,-0.5,1
14.5,+,29,15.5,-,2,18796.26338,2,1,1,0.5,0.5,1,1,0,-0.5,-0.5,1
14.5,+,29,13.5,-,2,18999.15723,2,1,1,0.5,0.5,1,1,0,-0.5,-0.5,1
14.5,-,29,14.5,+,2,18900.8981,2,1,-1,-0.5,-0.5,1,1,0,0.5,0.5,1
14.5,+,29,13.5,-,2,19155.10809,2,1,1,-0.5,1.5,1,1,0,-0.5,-0.5,1
14.5,+,29,14.5,-,2,18954.01116,2,1,1,-0.5,1.5,1,1,0,-0.5,-0.5,1
14.5,-,29,14.5,+,2,19058.27198,2,1,-1,0.5,-1.5,1,1,0,0.5,0.5,1
14.5,-,29,13.5,+,2,19059.99443,2,1,-1,0.5,-1.5,1,1,0,0.5,0.5,1
14.5,-,29,15.5,+,2,18843.81182,2,1,-1,0.5,-1.5,1,1,0,0.5,0.5,1
15.5,-,29,16.5,+,2,18793.04134,2,1,-1,-0.5,-0.5,1,1,0,0.5,0.5,1
15.5,-,29,14.5,+,2,19009.44611,2,1,-1,-0.5,-0.5,1,1,0,0.5,0.5,1
15.5,+,29,15.5,-,2,18904.24172,2,1,1,0.5,0.5,1,1,0,-0.5,-0.5,1
15.5,-,29,14.5,+,2,19170.60253,2,1,-1,0.5,-1.5,1,1,0,0.5,0.5,1
15.5,-,29,15.5,+,2,18956.12712,2,1,-1,0.5,-1.5,1,1,0,0.5,0.5,1
15.5,+,29,15.5,-,2,19067.18637,2,1,1,-0.5,1.5,1,1,0,-0.5,-0.5,1
15.5,+,29,14.5,-,2,19068.99636,2,1,1,-0.5,1.5,1,1,0,-0.5,-0.5,1
15.5,+,29,16.5,-,2,18839.41185,2,1,1,-0.5,1.5,1,1,0,-0.5,-0.5,1
16.5,+,29,17.5,-,2,18789.94134,2,1,1,0.5,0.5,1,1,0,-0.5,-0.5,1
16.5,+,29,15.5,-,2,19019.73437,2,1,1,0.5,0.5,1,1,0,-0.5,-0.5,1
16.5,-,29,16.5,+,2,18907.66079,2,1,-1,-0.5,-0.5,1,1,0,0.5,0.5,1
16.5,+,29,16.5,-,2,18958.43302,2,1,1,-0.5,1.5,1,1,0,-0.5,-0.5,1
16.5,-,29,16.5,+,2,19076.21207,2,1,-1,0.5,-1.5,1,1,0,0.5,0.5,1
16.5,-,29,15.5,+,2,19078.14777,2,1,-1,0.5,-1.5,1,1,0,0.5,0.5,1
16.5,-,29,17.5,+,2,18835.26678,2,1,-1,0.5,-1.5,1,1,0,0.5,0.5,1
17.5,-,29,18.5,+,2,18786.93444,2,1,-1,-0.5,-0.5,1,1,0,0.5,0.5,1
17.5,-,29,16.5,+,2,19030.03397,2,1,-1,-0.5,-0.5,1,1,0,0.5,0.5,1
17.5,+,29,17.5,-,2,18911.13828,2,1,1,0.5,0.5,1,1,0,-0.5,-0.5,1
17.5,-,29,17.5,+,2,18960.93224,2,1,-1,0.5,-1.5,1,1,0,0.5,0.5,1
17.5,+,29,17.5,-,2,19085.36261,2,1,1,-0.5,1.5,1,1,0,-0.5,-0.5,1
17.5,+,29,16.5,-,2,19087.39469,2,1,1,-0.5,1.5,1,1,0,-0.5,-0.5,1
17.5,+,29,18.5,-,2,18831.3339,2,1,1,-0.5,1.5,1,1,0,-0.5,-0.5,1
18.5,-,29,18.5,+,2,18914.68703,2,1,-1,-0.5,-0.5,1,1,0,0.5,0.5,1
18.5,-,29,18.5,+,2,19094.56643,2,1,-1,0.5,-1.5,1,1,0,0.5,0.5,1
18.5,-,29,17.5,+,2,19096.6762,2,1,-1,0.5,-1.5,1,1,0,0.5,0.5,1
18.5,-,29,19.5,+,2,18827.54068,2,1,-1,0.5,-1.5,1,1,0,0.5,0.5,1
19.5,+,29,19.5,-,2,18918.26208,2,1,1,0.5,0.5,1,1,0,-0.5,-0.5,1
20.5,-,29,20.5,+,2,18921.89624,2,1,-1,-0.5,-0.5,1,1,0,0.5,0.5,1
21.5,+,29,21.5,-,2,18925.57027,2,1,1,0.5,0.5,1,1,0,-0.5,-0.5,1
22.5,-,29,22.5,+,2,18929.28193,2,1,-1,-0.5,-0.5,1,1,0,0.5,0.5,1
23.5,+,29,23.5,-,2,18933.00698,2,1,1,0.5,0.5,1,1,0,-0.5,-0.5,1
24.5,-,29,24.5,+,2,18936.72816,2,1,-1,-0.5,-0.5,1,1,0,0.5,0.5,1
0.5,-,20,1.5,+,1,13339.43,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
0.5,+,20,1.5,-,1,13357.64,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
0.5,+,20,0.5,-,1,13357.77,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
0.5,-,20,0.5,+,1,13360.87,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
1.5,+,20,2.5,-,1,13622.66,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
1.5,-,20,2.5,+,1,13644.39,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
1.5,-,20,1.5,+,1,13644.83,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
1.5,+,20,1.5,-,1,13659.27,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
1.5,+,20,2.5,-,1,13326.43,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
1.5,-,20,2.5,+,1,13356.07,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
1.5,-,20,1.5,+,1,13356.36,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
1.5,+,20,1.5,-,1,13362.5,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
1.5,+,20,0.5,-,1,13362.5,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
1.5,-,20,0.5,+,1,13377.83,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
